Mission_ID,Mission_Name,Agency,Country_Region,Agency_Type,Program_Type,Mission_Category,Sub_Category,Launch_Date,End_Date,Duration,Launch_Vehicle,Launch_Site,Status,Mission_Phase,Crew_Type,Crew_Members,Destination,Objective,Key_Achievement,Cost_USD_Million,Partner_Agencies,Data_Returned,Failure_Reason,Mission_Outcome_Detail,Reference_URL
SP-00894,Transporter-6,SpaceX,USA,Private,Robotic,Telescope,Optical,1996-02-20,1996-08-30,192 days,Starship,Vandenberg SFB,Success,Past,Uncrewed,N/A,Telescope,Space debris monitoring and removal,First images returned from target destination,13856.1,None,Yes,N/A,First images returned from target destination,https://www.spacex.com/missions/transporter-6
SP-00895,Transporter-7,SpaceX,USA,Private,Sounding Rocket,Communication Satellite,Broadband,1961-12-08,1970-10-18,8.9 years,Falcon 1,Cape Canaveral,Success,Past,Uncrewed,N/A,Communication Satellite,Heliosphere boundary exploration,Extended mission beyond original timeline,2766.7,NASA,Yes,N/A,Collected and returned surface samples,https://www.spacex.com/missions/transporter-7
SP-00896,Transporter-8,SpaceX,USA,Private,Robotic,Asteroid,Rendezvous,2019-12-10,2021-11-17,1.9 years,Falcon 1,Cape Canaveral,Failed,Past,Uncrewed,N/A,Asteroid,Technology demonstration for future deep space missions,N/A,2792.7,None,Partial,N/A,Deployed constellation of satellites,https://www.spacex.com/missions/transporter-8
SP-00897,Transporter-9,SpaceX,USA,Private,Satellite,Moon,Orbiter,1994-01-07,1996-12-07,2.9 years,Falcon Heavy,Boca Chica (Starbase),Partial Success,Past,Crewed,"Pilot, MS3, MS1",Moon,Interplanetary navigation technology test,Broke distance record for agency,8377.5,NASA,No,Reduced data return,Successfully deployed all planned instruments,https://www.spacex.com/missions/transporter-9
SP-00898,Transporter-10,SpaceX,USA,Private,Commercial,Crewed Spaceflight,Moon Mission,1984-12-24,1999-03-26,14.3 years,Starship,Vandenberg SFB,Success,Past,Crewed,"MS3, MS2, PS1",Crewed Spaceflight,Interplanetary navigation technology test,Captured highest resolution images to date,4738.5,None,Yes,N/A,Exceeded planned science return by 3x,https://www.spacex.com/missions/transporter-10
SP-00899,Falcon Heavy Demo,SpaceX,USA,Private,Telescope,Telescope,Gamma Ray,1998-10-27,2006-03-22,7.4 years,Starship,Vandenberg SFB,Success,Past,Uncrewed,N/A,Telescope,Mars sample return mission support,First images returned from target destination,2501.5,None,Partial,N/A,Captured highest resolution images to date,https://www.spacex.com/missions/falcon-heavy-demo
SP-00900,Falcon Heavy ARABSAT,SpaceX,USA,Private,Satellite,ISS,Cargo Resupply,1961-01-07,1968-03-06,7.2 years,Falcon 9,Cape Canaveral,Partial Success,Past,Crewed,"PS1, Pilot, Commander, PS2, MS3, MS1",ISS,Jupiter moon subsurface ocean investigation,Broke distance record for agency,8100.6,NASA,No,Partial instrument failure,Collected and returned surface samples,https://www.spacex.com/missions/falcon-heavy-arabsat
SP-00901,Falcon Heavy STP-2,SpaceX,USA,Private,Sounding Rocket,Communication Satellite,Geostationary,1959-06-22,1974-08-03,15.1 years,Falcon 1,Boca Chica (Starbase),Success,Past,Uncrewed,N/A,Communication Satellite,Interplanetary navigation technology test,Mission ongoing - data collection in progress,7442.6,NASA,Yes,N/A,Extended mission beyond original timeline,https://www.spacex.com/missions/falcon-heavy-stp-2
SP-00902,Falcon Heavy USSF-44,SpaceX,USA,Private,Satellite,Technology Demo,In-Orbit Servicing,2010-08-28,2011-02-14,170 days,Starship,Vandenberg SFB,Success,Past,Uncrewed,N/A,Technology Demo,Next-generation communication satellite deployment,Communication lost after initial deployment,1497.6,None,No,N/A,Confirmed presence of subsurface water,https://www.spacex.com/missions/falcon-heavy-ussf-44
SP-00903,Starship IFT-1,SpaceX,USA,Private,Commercial,Sun/Solar,Solar Observer,2006-08-21,2019-06-04,12.8 years,Falcon 9,Vandenberg SFB,Success,Past,Uncrewed,N/A,Sun/Solar,Earth climate monitoring and greenhouse gas measurement,Partial success - secondary objectives met,137.6,NASA,No,N/A,Collected and returned surface samples,https://www.spacex.com/missions/starship-ift-1
SP-00904,Starship IFT-2,SpaceX,USA,Private,Satellite,Asteroid,Sample Return,1968-05-13,1982-08-03,14.2 years,Falcon Heavy,Boca Chica (Starbase),Success,Past,Uncrewed,N/A,Asteroid,Earth climate monitoring and greenhouse gas measurement,Confirmed presence of subsurface water,4439.6,None,Partial,N/A,Detected organic molecules at surface,https://www.spacex.com/missions/starship-ift-2
SP-00905,Starship IFT-3,SpaceX,USA,Private,Human Spaceflight,Sounding Rocket,Microgravity Exp,1980-10-23,1988-09-02,7.9 years,Falcon Heavy,Cape Canaveral,Partial Success,Past,Uncrewed,N/A,Sounding Rocket,Orbital mechanics experiment for future missions,Deployed constellation of satellites,6134.0,NASA,Yes,Reduced data return,First images returned from target destination,https://www.spacex.com/missions/starship-ift-3
SP-00906,Starship IFT-4,SpaceX,USA,Private,Human Spaceflight,CubeSat,16U CubeSat,1994-05-04,2005-09-23,11.4 years,Falcon Heavy,Cape Canaveral,Success,Past,Uncrewed,N/A,CubeSat,Jupiter moon subsurface ocean investigation,Partial success - secondary objectives met,6579.9,NASA,No,N/A,Successfully deployed all planned instruments,https://www.spacex.com/missions/starship-ift-4
SP-00907,Starship IFT-5,SpaceX,USA,Private,Human Spaceflight,Crewed Spaceflight,LEO Mission,1963-07-29,N/A,Ongoing,Starship,Vandenberg SFB,Ongoing,Past,Uncrewed,N/A,Crewed Spaceflight,Orbital mechanics experiment for future missions,Mission ongoing - data collection in progress,2003.1,None,Yes,N/A,Landed successfully within target zone,https://www.spacex.com/missions/starship-ift-5
SP-00908,Starship IFT-6,SpaceX,USA,Private,Human Spaceflight,Asteroid,Sample Return,1982-03-11,N/A,Ongoing,Falcon 1,Boca Chica (Starbase),Ongoing,Past,Uncrewed,N/A,Asteroid,Mars atmospheric study and habitability assessment,Landed successfully within target zone,7998.0,NASA,Yes,N/A,First images returned from target destination,https://www.spacex.com/missions/starship-ift-6
SP-00909,Starship IFT-7,SpaceX,USA,Private,Commercial,Earth Orbit,SSO,1963-03-06,N/A,Ongoing,Falcon 1,Boca Chica (Starbase),Ongoing,Past,Uncrewed,N/A,Earth Orbit,Mars atmospheric study and habitability assessment,Failed to achieve orbit due to launch vehicle anomaly,9283.0,None,Partial,N/A,Failed to achieve orbit due to launch vehicle anomaly,https://www.spacex.com/missions/starship-ift-7
SP-00910,Starship Orbital Test,SpaceX,USA,Private,Sounding Rocket,Deep Space,Interstellar,2021-01-23,N/A,Ongoing,Falcon Heavy,Cape Canaveral,Ongoing,Past,Uncrewed,N/A,Deep Space,Earth climate monitoring and greenhouse gas measurement,Collected and returned surface samples,11419.3,None,No,N/A,Demonstrated reusable rocket landing,https://www.spacex.com/missions/starship-orbital-test
SP-00911,DOGE-1 Lunar,SpaceX,USA,Private,Human Spaceflight,Mercury,Flyby,2022-01-21,2022-10-11,263 days,Falcon 1,Cape Canaveral,Success,Past,Uncrewed,N/A,Mercury,Jupiter moon subsurface ocean investigation,Mission ongoing - data collection in progress,5279.9,NASA,No,N/A,Completed all primary mission objectives,https://www.spacex.com/missions/doge-1-lunar
SP-00912,Inspiration4,SpaceX,USA,Private,Satellite,Sun/Solar,Coronagraph,1983-05-25,1987-09-19,4.3 years,Falcon Heavy,Cape Canaveral,Success,Past,Uncrewed,N/A,Sun/Solar,Space debris monitoring and removal,Exceeded planned science return by 3x,11236.5,None,Yes,N/A,Extended mission beyond original timeline,https://www.spacex.com/missions/inspiration4
SP-00913,Ax-1,SpaceX,USA,Private,Satellite,Moon,Flyby,2012-04-22,2020-09-09,8.4 years,Starship,Cape Canaveral,Success,Past,Uncrewed,N/A,Moon,High-resolution Earth surface mapping,Successfully deployed all planned instruments,6023.7,None,Yes,N/A,Planned - objectives to be confirmed post-launch,https://www.spacex.com/missions/ax-1
SP-00914,Ax-2,SpaceX,USA,Private,Human Spaceflight,Sun/Solar,Coronagraph,1962-05-17,N/A,Ongoing,Falcon Heavy,Cape Canaveral,Ongoing,Past,Crewed,"MS1, PS2, MS3",Sun/Solar,Human lunar landing mission support,Detected organic molecules at surface,12885.6,NASA,Yes,N/A,Extended mission beyond original timeline,https://www.spacex.com/missions/ax-2
SP-00915,Ax-3,SpaceX,USA,Private,Robotic,SmallSat,Science,2004-12-07,2009-01-14,4.1 years,Falcon 1,Vandenberg SFB,Success,Past,Uncrewed,N/A,SmallSat,Solar wind and coronal mass ejection monitoring,First crewed landing at destination,2804.5,None,No,N/A,Successfully deployed all planned instruments,https://www.spacex.com/missions/ax-3
SP-00916,Ax-4,SpaceX,USA,Private,Telescope,CubeSat,12U CubeSat,1958-10-04,1963-11-27,5.2 years,Falcon Heavy,Cape Canaveral,Failed,Past,Crewed,"PS2, MS1, Pilot, Commander, MS2, PS1, MS3",CubeSat,Venus atmospheric chemistry and surface mapping,Software error during critical maneuver,1623.2,None,No,Software error during critical maneuver,Mission ongoing - data collection in progress,https://www.spacex.com/missions/ax-4
SP-00917,Polaris Dawn,SpaceX,USA,Private,Sounding Rocket,Mercury,Flyby,1983-02-12,1983-11-17,278 days,Starship,Vandenberg SFB,Success,Past,Crewed,"Commander, MS3, PS2, PS1, MS2, Pilot, MS1",Mercury,Heliosphere boundary exploration,Captured highest resolution images to date,7815.5,None,Yes,N/A,Demonstrated reusable rocket landing,https://www.spacex.com/missions/polaris-dawn
SP-00918,Polaris 2,SpaceX,USA,Private,Telescope,Technology Demo,Propulsion Test,1985-03-03,1995-12-03,10.8 years,Falcon 9,Cape Canaveral,Failed,Past,Uncrewed,N/A,Technology Demo,Next-generation communication satellite deployment,N/A,6114.0,None,Partial,N/A,Detected organic molecules at surface,https://www.spacex.com/missions/polaris-2
SP-00919,dearMoon,SpaceX,USA,Private,Commercial,Venus,Orbiter,1977-09-18,1986-03-28,8.5 years,Falcon Heavy,Vandenberg SFB,Success,Past,Uncrewed,N/A,Venus,Next-generation communication satellite deployment,Historic first for agency and country,183.0,None,No,N/A,Achieved supersonic retropropulsion,https://www.spacex.com/missions/dearmoon
SP-00920,Starship Mars Cargo 1,SpaceX,USA,Private,Sounding Rocket,CubeSat,3U CubeSat,1989-01-16,2000-03-26,11.2 years,Falcon 9,Cape Canaveral,Success,Past,Uncrewed,N/A,CubeSat,Next-generation communication satellite deployment,Planned - objectives to be confirmed post-launch,6949.9,None,Yes,N/A,Broke distance record for agency,https://www.spacex.com/missions/starship-mars-cargo-1
SP-00921,USSF-67,SpaceX,USA,Private,Sounding Rocket,Mars,Orbiter,2023-08-19,N/A,Ongoing,Falcon 1,Boca Chica (Starbase),Ongoing,Ongoing,Uncrewed,N/A,Mars,Human lunar landing mission support,Successfully tested new propulsion system,8415.9,NASA,Partial,N/A,Deployed constellation of satellites,https://www.spacex.com/missions/ussf-67
SP-00922,USSF-87,SpaceX,USA,Private,Human Spaceflight,CubeSat,6U CubeSat,2025-10-05,N/A,Ongoing,Falcon 1,Vandenberg SFB,Ongoing,Ongoing,Uncrewed,N/A,CubeSat,Neptune and Uranus atmospheric study flyby,First images returned from target destination,4962.0,None,Partial,N/A,Captured highest resolution images to date,https://www.spacex.com/missions/ussf-87
SP-00923,GPS III SV01,SpaceX,USA,Private,Satellite,Jupiter,Flyby,2026-01-15,N/A,Ongoing,Falcon 9,Vandenberg SFB,Ongoing,Ongoing,Uncrewed,N/A,Jupiter,Jupiter moon subsurface ocean investigation,First images returned from target destination,4078.3,None,Yes,N/A,First images returned from target destination,https://www.spacex.com/missions/gps-iii-sv01
SP-00924,GPS III SV05,SpaceX,USA,Private,Sounding Rocket,Communication Satellite,LEO Constellation,2024-12-13,N/A,Ongoing,Starship,Vandenberg SFB,Ongoing,Ongoing,Uncrewed,N/A,Communication Satellite,Earth climate monitoring and greenhouse gas measurement,Detected water ice at target location,6234.5,None,No,N/A,Achieved supersonic retropropulsion,https://www.spacex.com/missions/gps-iii-sv05
SP-00925,GPS III SV10,SpaceX,USA,Private,Commercial,Earth Orbit,SSO,2023-04-02,N/A,Ongoing,Falcon 9,Boca Chica (Starbase),Ongoing,Ongoing,Uncrewed,N/A,Earth Orbit,Space debris monitoring and removal,Completed all primary mission objectives,681.5,None,Yes,N/A,First images returned from target destination,https://www.spacex.com/missions/gps-iii-sv10
SP-00926,OneWeb L-1,SpaceX,USA,Private,Satellite,Earth Orbit,SSO,2023-05-29,N/A,Ongoing,Falcon Heavy,Vandenberg SFB,Ongoing,Ongoing,Uncrewed,N/A,Earth Orbit,Human lunar landing mission support,Detected organic molecules at surface,11265.3,NASA,Partial,N/A,Detected organic molecules at surface,https://www.spacex.com/missions/oneweb-l-1
SP-00927,OneWeb L-5,SpaceX,USA,Private,Human Spaceflight,Moon,Impactor,2025-10-31,N/A,Ongoing,Falcon Heavy,Vandenberg SFB,Ongoing,Ongoing,Uncrewed,N/A,Moon,Reusable launch vehicle technology demonstration,Completed all primary mission objectives,1013.6,None,No,N/A,Detected organic molecules at surface,https://www.spacex.com/missions/oneweb-l-5
SP-00928,OneWeb L-10,SpaceX,USA,Private,Robotic,Mercury,Flyby,2025-04-07,N/A,Ongoing,Falcon 9,Vandenberg SFB,Ongoing,Ongoing,Uncrewed,N/A,Mercury,High-resolution Earth surface mapping,Mission ongoing - data collection in progress,10921.0,None,No,N/A,First crewed landing at destination,https://www.spacex.com/missions/oneweb-l-10
SP-00929,SpaceX Mission 929,SpaceX,USA,Private,Sounding Rocket,Mars,Orbiter,2021-05-07,N/A,Ongoing,Starship,Vandenberg SFB,Ongoing,Ongoing,Uncrewed,N/A,Mars,Human lunar landing mission support,Failed to achieve orbit due to launch vehicle anomaly,13096.1,None,No,N/A,Extended mission beyond original timeline,https://www.spacex.com/missions/spacex-mission-929
SP-00930,SpaceX Mission 930,SpaceX,USA,Private,Commercial,Saturn,Flyby,2022-10-18,N/A,Ongoing,Falcon 9,Cape Canaveral,Ongoing,Ongoing,Uncrewed,N/A,Saturn,Mars atmospheric study and habitability assessment,Failed to achieve orbit due to launch vehicle anomaly,7745.6,None,No,N/A,Successfully tested new propulsion system,https://www.spacex.com/missions/spacex-mission-930
SP-00931,SpaceX Mission 931,SpaceX,USA,Private,Technology Demo,Sounding Rocket,Atmospheric Study,2026-09-17,N/A,Ongoing,Falcon 9,Cape Canaveral,Ongoing,Ongoing,Uncrewed,N/A,Sounding Rocket,Reusable launch vehicle technology demonstration,Broke distance record for agency,10778.6,None,Yes,N/A,First images returned from target destination,https://www.spacex.com/missions/spacex-mission-931
SP-00932,SpaceX Mission 932,SpaceX,USA,Private,Robotic,Mars,Lander,2024-12-16,N/A,Ongoing,Falcon 1,Boca Chica (Starbase),Ongoing,Ongoing,Uncrewed,N/A,Mars,Solar wind and coronal mass ejection monitoring,Communication lost after initial deployment,10596.8,NASA,No,N/A,Demonstrated reusable rocket landing,https://www.spacex.com/missions/spacex-mission-932
SP-00933,SpaceX Mission 933,SpaceX,USA,Private,Robotic,Communication Satellite,Geostationary,2026-11-28,N/A,Ongoing,Starship,Boca Chica (Starbase),Ongoing,Ongoing,Uncrewed,N/A,Communication Satellite,Microgravity biology experiment in LEO,Deployed constellation of satellites,11947.8,None,Yes,N/A,Extended mission beyond original timeline,https://www.spacex.com/missions/spacex-mission-933
SP-00934,SpaceX Mission 934,SpaceX,USA,Private,Human Spaceflight,Mars,Sample Return,2023-09-10,N/A,Ongoing,Falcon Heavy,Boca Chica (Starbase),Ongoing,Ongoing,Crewed,"MS3, Commander",Mars,Deep space gravitational wave detection,Captured highest resolution images to date,2564.4,NASA,Yes,N/A,Landed successfully within target zone,https://www.spacex.com/missions/spacex-mission-934
SP-00935,SpaceX Mission 935,SpaceX,USA,Private,Telescope,Jupiter,Probe,2024-02-11,N/A,Ongoing,Falcon Heavy,Boca Chica (Starbase),Ongoing,Ongoing,Uncrewed,N/A,Jupiter,Deep space gravitational wave detection,Successfully tested new propulsion system,7932.3,None,Partial,N/A,Landed successfully within target zone,https://www.spacex.com/missions/spacex-mission-935
SP-00936,SpaceX Mission 936,SpaceX,USA,Private,Sounding Rocket,SmallSat,Tech Demo,2023-10-02,N/A,Ongoing,Starship,Vandenberg SFB,Ongoing,Ongoing,Uncrewed,N/A,SmallSat,Neptune and Uranus atmospheric study flyby,Deployed constellation of satellites,3015.3,None,Yes,N/A,Detected organic molecules at surface,https://www.spacex.com/missions/spacex-mission-936
SP-00937,SpaceX Mission 937,SpaceX,USA,Private,Telescope,Earth Orbit,LEO,2023-08-19,N/A,Ongoing,Falcon 1,Boca Chica (Starbase),Ongoing,Ongoing,Uncrewed,N/A,Earth Orbit,Orbital mechanics experiment for future missions,Discovered new geological features,795.2,NASA,Yes,N/A,Confirmed presence of subsurface water,https://www.spacex.com/missions/spacex-mission-937
SP-00938,SpaceX Mission 938,SpaceX,USA,Private,Sounding Rocket,Technology Demo,AI Demo,2020-10-19,N/A,Ongoing,Falcon 1,Boca Chica (Starbase),Ongoing,Ongoing,Uncrewed,N/A,Technology Demo,Orbital mechanics experiment for future missions,Collected and returned surface samples,11442.8,None,Yes,N/A,Landed successfully within target zone,https://www.spacex.com/missions/spacex-mission-938
SP-00939,SpaceX Mission 939,SpaceX,USA,Private,Robotic,CubeSat,12U CubeSat,2025-07-15,N/A,Ongoing,Falcon 9,Cape Canaveral,Ongoing,Ongoing,Uncrewed,N/A,CubeSat,Venus atmospheric chemistry and surface mapping,Planned - objectives to be confirmed post-launch,6489.3,NASA,Partial,N/A,Collected and returned surface samples,https://www.spacex.com/missions/spacex-mission-939
SP-00940,SpaceX Mission 940,SpaceX,USA,Private,Satellite,Saturn,Ring Study,2022-10-03,N/A,Ongoing,Falcon Heavy,Vandenberg SFB,Ongoing,Ongoing,Uncrewed,N/A,Saturn,High-resolution Earth surface mapping,Detected organic molecules at surface,8772.4,None,Partial,N/A,Discovered new geological features,https://www.spacex.com/missions/spacex-mission-940
SP-00941,SpaceX Mission 941,SpaceX,USA,Private,Robotic,ISS,Cargo Resupply,2022-04-06,N/A,Ongoing,Falcon 1,Cape Canaveral,Ongoing,Ongoing,Uncrewed,N/A,ISS,Orbital mechanics experiment for future missions,Successfully tested new propulsion system,12985.8,None,Yes,N/A,Completed all primary mission objectives,https://www.spacex.com/missions/spacex-mission-941
SP-00942,SpaceX Mission 942,SpaceX,USA,Private,Robotic,ISS,Module Delivery,2026-04-17,N/A,Ongoing,Falcon Heavy,Vandenberg SFB,Ongoing,Ongoing,Uncrewed,N/A,ISS,Next-generation communication satellite deployment,Successfully deployed all planned instruments,14964.3,None,Yes,N/A,Detected water ice at target location,https://www.spacex.com/missions/spacex-mission-942
SP-00943,SpaceX Mission 943,SpaceX,USA,Private,Commercial,Jupiter,Moon Study,2022-01-27,N/A,Ongoing,Falcon 9,Cape Canaveral,Ongoing,Ongoing,Uncrewed,N/A,Jupiter,Orbital mechanics experiment for future missions,Achieved supersonic retropropulsion,7213.3,NASA,No,N/A,Successfully deployed all planned instruments,https://www.spacex.com/missions/spacex-mission-943
